logfile,group,file,subject,condition,symb,perm,Day,Block,Trial,Day_group
analysis_output.1904649.log,young,S011_G01_D01_B01_T03,S011,G01_D01_B01_T03,2.2618,0.2226,D01,B01,T03,D01 Young
analysis_output.1904649.log,young,S012_G01_D01_B01_T03,S012,G01_D01_B01_T03,2.2361,0.2608,D01,B01,T03,D01 Young
analysis_output.1904649.log,young,S014_G01_D01_B01_T03,S014,G01_D01_B01_T03,2.5912,0.2212,D01,B01,T03,D01 Young
analysis_output.1904649.log,young,S015_G01_D01_B01_T03,S015,G01_D01_B01_T03,2.24,0.2199,D01,B01,T03,D01 Young
analysis_output.1904649.log,young,S016_G01_D01_B01_T03,S016,G01_D01_B01_T03,2.2735,0.2556,D01,B01,T03,D01 Young
analysis_output.1904649.log,young,S017_G01_D01_B01_T03,S017,G01_D01_B01_T03,2.6725,0.2275,D01,B01,T03,D01 Young
analysis_output.1904649.log,young,S018_G01_D01_B01_T03,S018,G01_D01_B01_T03,2.2809,0.2281,D01,B01,T03,D01 Young
analysis_output.1904649.log,young,S020_G01_D01_B01_T03,S020,G01_D01_B01_T03,2.2361,0.2188,D01,B01,T03,D01 Young
analysis_output.1904649.log,young,S021_G01_D01_B01_T03,S021,G01_D01_B01_T03,2.5885,0.2242,D01,B01,T03,D01 Young
analysis_output.1904649.log,young,S023_G01_D01_B01_T03,S023,G01_D01_B01_T03,2.2329,0.22,D01,B01,T03,D01 Young
analysis_output.1904649.log,young,S024_G01_D01_B01_T03,S024,G01_D01_B01_T03,2.2545,0.2259,D01,B01,T03,D01 Young
analysis_output.1904649.log,young,S025_G01_D01_B01_T03,S025,G01_D01_B01_T03,2.2828,0.2269,D01,B01,T03,D01 Young
analysis_output.1904649.log,young,S026_G01_D01_B01_T03,S026,G01_D01_B01_T03,2.2788,0.222,D01,B01,T03,D01 Young
analysis_output.1904649.log,young,S027_G01_D01_B01_T03,S027,G01_D01_B01_T03,2.2515,0.2574,D01,B01,T03,D01 Young
analysis_output.1904649.log,young,S028_G01_D01_B01_T03,S028,G01_D01_B01_T03,2.8514,0.2932,D01,B01,T03,D01 Young
analysis_output.1904649.log,young,S030_G01_D01_B01_T03,S030,G01_D01_B01_T03,2.2462,0.2217,D01,B01,T03,D01 Young
analysis_output.1904649.log,young,S031_G01_D01_B01_T03,S031,G01_D01_B01_T03,2.2822,0.2367,D01,B01,T03,D01 Young
analysis_output.1904649.log,young,S032_G01_D01_B01_T03,S032,G01_D01_B01_T03,2.2544,0.2306,D01,B01,T03,D01 Young
analysis_output.1904649.log,young,S033_G01_D01_B01_T03,S033,G01_D01_B01_T03,2.2554,0.2337,D01,B01,T03,D01 Young
analysis_output.1904649.log,young,S034_G01_D01_B01_T03,S034,G01_D01_B01_T03,2.2756,0.2315,D01,B01,T03,D01 Young
analysis_output.1904649.log,young,S035_G01_D01_B01_T03,S035,G01_D01_B01_T03,2.2454,0.2208,D01,B01,T03,D01 Young
analysis_output.1904649.log,young,S036_G01_D01_B01_T03,S036,G01_D01_B01_T03,2.2724,0.2254,D01,B01,T03,D01 Young
analysis_output.1904649.log,young,S037_G01_D01_B01_T03,S037,G01_D01_B01_T03,2.2585,0.2236,D01,B01,T03,D01 Young
analysis_output.1904649.log,young,S038_G01_D01_B01_T03,S038,G01_D01_B01_T03,2.2647,0.2296,D01,B01,T03,D01 Young
analysis_output.1904649.log,young,S039_G01_D01_B01_T03,S039,G01_D01_B01_T03,2.2665,0.2305,D01,B01,T03,D01 Young
analysis_output.1904649.log,young,S063_G01_D01_B01_T03,S063,G01_D01_B01_T03,2.2785,0.2272,D01,B01,T03,D01 Young
analysis_output.1904650.log,old,S009_G03_D01_B02_T01,S009,G03_D01_B02_T01,2.2898,0.2227,D01,B02,T01,D01 Old
analysis_output.1904650.log,old,S013_G03_D01_B02_T01,S013,G03_D01_B02_T01,2.2035,0.2223,D01,B02,T01,D01 Old
analysis_output.1904650.log,old,S019_G03_D01_B02_T01,S019,G03_D01_B02_T01,2.2801,0.2224,D01,B02,T01,D01 Old
analysis_output.1904650.log,old,S040_G03_D01_B02_T01,S040,G03_D01_B02_T01,2.2695,0.2247,D01,B02,T01,D01 Old
analysis_output.1904650.log,old,S081_G03_D01_B02_T01,S081,G03_D01_B02_T01,2.2548,0.2402,D01,B02,T01,D01 Old
analysis_output.1904650.log,old,S102_G03_D01_B02_T01,S102,G03_D01_B02_T01,2.2711,0.2274,D01,B02,T01,D01 Old
analysis_output.1904650.log,old,S103_G03_D01_B02_T01,S103,G03_D01_B02_T01,2.2567,0.2231,D01,B02,T01,D01 Old
analysis_output.1904650.log,old,S104_G03_D01_B02_T01,S104,G03_D01_B02_T01,2.261,0.2211,D01,B02,T01,D01 Old
analysis_output.1904650.log,old,S107_G03_D01_B02_T01,S107,G03_D01_B02_T01,2.2687,0.2237,D01,B02,T01,D01 Old
analysis_output.1904650.log,old,S109_G03_D01_B02_T01,S109,G03_D01_B02_T01,2.2686,0.2368,D01,B02,T01,D01 Old
analysis_output.1904650.log,old,S110_G03_D01_B02_T01,S110,G03_D01_B02_T01,2.2567,0.227,D01,B02,T01,D01 Old
analysis_output.1904650.log,old,S112_G03_D01_B02_T01,S112,G03_D01_B02_T01,2.4919,0.2305,D01,B02,T01,D01 Old
analysis_output.1904650.log,old,S113_G03_D01_B02_T01,S113,G03_D01_B02_T01,2.2649,0.2333,D01,B02,T01,D01 Old
analysis_output.1904650.log,old,S116_G03_D01_B02_T01,S116,G03_D01_B02_T01,2.2888,0.2182,D01,B02,T01,D01 Old
analysis_output.1904650.log,old,S119_G03_D01_B02_T01,S119,G03_D01_B02_T01,2.2699,0.2218,D01,B02,T01,D01 Old
analysis_output.1904650.log,old,S120_G03_D01_B02_T01,S120,G03_D01_B02_T01,2.2783,0.224,D01,B02,T01,D01 Old
analysis_output.1904650.log,old,S123_G03_D01_B02_T01,S123,G03_D01_B02_T01,2.6092,0.2561,D01,B02,T01,D01 Old
analysis_output.1904650.log,old,S125_G03_D01_B02_T01,S125,G03_D01_B02_T01,2.2444,0.2202,D01,B02,T01,D01 Old
analysis_output.1904650.log,old,S126_G03_D01_B02_T01,S126,G03_D01_B02_T01,2.2473,0.2258,D01,B02,T01,D01 Old
analysis_output.1904650.log,old,S127_G03_D01_B02_T01,S127,G03_D01_B02_T01,2.2602,0.2244,D01,B02,T01,D01 Old
analysis_output.1904650.log,old,S128_G03_D01_B02_T01,S128,G03_D01_B02_T01,2.6163,0.2298,D01,B02,T01,D01 Old
analysis_output.1904650.log,old,S129_G03_D01_B02_T01,S129,G03_D01_B02_T01,2.2911,0.2224,D01,B02,T01,D01 Old
analysis_output.1904650.log,old,S130_G03_D01_B02_T01,S130,G03_D01_B02_T01,2.2849,0.2362,D01,B02,T01,D01 Old
analysis_output.1904650.log,old,S131_G03_D01_B02_T01,S131,G03_D01_B02_T01,2.6074,0.208,D01,B02,T01,D01 Old
analysis_output.1904650.log,old,S133_G03_D01_B02_T01,S133,G03_D01_B02_T01,2.2911,0.2297,D01,B02,T01,D01 Old
analysis_output.1904650.log,old,S134_G03_D01_B02_T01,S134,G03_D01_B02_T01,2.1964,0.2283,D01,B02,T01,D01 Old
analysis_output.1904650.log,old,S135_G03_D01_B02_T01,S135,G03_D01_B02_T01,2.2881,0.2609,D01,B02,T01,D01 Old
analysis_output.1904650.log,old,S136_G03_D01_B02_T01,S136,G03_D01_B02_T01,2.2845,0.2266,D01,B02,T01,D01 Old
analysis_output.1904650.log,old,S137_G03_D01_B02_T01,S137,G03_D01_B02_T01,2.2833,0.2268,D01,B02,T01,D01 Old
analysis_output.1904650.log,old,S138_G03_D01_B02_T01,S138,G03_D01_B02_T01,2.293,0.2296,D01,B02,T01,D01 Old
analysis_output.1904650.log,old,S139_G03_D01_B02_T01,S139,G03_D01_B02_T01,2.2762,0.2237,D01,B02,T01,D01 Old
analysis_output.1904650.log,old,S140_G03_D01_B02_T01,S140,G03_D01_B02_T01,2.2733,0.2206,D01,B02,T01,D01 Old
analysis_output.1904650.log,old,S141_G03_D01_B02_T01,S141,G03_D01_B02_T01,2.2811,0.2482,D01,B02,T01,D01 Old
analysis_output.1904650.log,old,S142_G03_D01_B02_T01,S142,G03_D01_B02_T01,2.2588,0.2209,D01,B02,T01,D01 Old
analysis_output.1904650.log,old,S143_G03_D01_B02_T01,S143,G03_D01_B02_T01,2.2327,0.229,D01,B02,T01,D01 Old
analysis_output.1904650.log,old,S145_G03_D01_B02_T01,S145,G03_D01_B02_T01,2.2871,0.2284,D01,B02,T01,D01 Old
analysis_output.1904650.log,old,S146_G03_D01_B02_T01,S146,G03_D01_B02_T01,2.2706,0.2302,D01,B02,T01,D01 Old
analysis_output.1904650.log,old,S154_G03_D01_B02_T01,S154,G03_D01_B02_T01,2.2847,0.226,D01,B02,T01,D01 Old
analysis_output.1904650.log,old,S156_G03_D01_B02_T01,S156,G03_D01_B02_T01,2.2921,0.2413,D01,B02,T01,D01 Old
analysis_output.1904650.log,old,S157_G03_D01_B02_T01,S157,G03_D01_B02_T01,2.2886,0.2207,D01,B02,T01,D01 Old
analysis_output.1904650.log,old,S158_G03_D01_B02_T01,S158,G03_D01_B02_T01,2.2383,0.221,D01,B02,T01,D01 Old
analysis_output.1904650.log,young,S001_G01_D01_B02_T01,S001,G01_D01_B02_T01,2.2437,0.2439,D01,B02,T01,D01 Young
analysis_output.1904650.log,young,S002_G01_D01_B02_T01,S002,G01_D01_B02_T01,2.2105,0.2209,D01,B02,T01,D01 Young
analysis_output.1904650.log,young,S003_G01_D01_B02_T01,S003,G01_D01_B02_T01,2.2752,0.23,D01,B02,T01,D01 Young
analysis_output.1904650.log,young,S004_G01_D01_B02_T01,S004,G01_D01_B02_T01,2.2458,0.2215,D01,B02,T01,D01 Young
analysis_output.1904650.log,young,S005_G01_D01_B02_T01,S005,G01_D01_B02_T01,2.2891,0.2269,D01,B02,T01,D01 Young
analysis_output.1904650.log,young,S006_G01_D01_B02_T01,S006,G01_D01_B02_T01,2.2508,0.2228,D01,B02,T01,D01 Young
analysis_output.1904650.log,young,S007_G01_D01_B02_T01,S007,G01_D01_B02_T01,2.2361,0.2213,D01,B02,T01,D01 Young
analysis_output.1904650.log,young,S008_G01_D01_B02_T01,S008,G01_D01_B02_T01,2.293,0.2231,D01,B02,T01,D01 Young
analysis_output.1904650.log,young,S010_G01_D01_B02_T01,S010,G01_D01_B02_T01,2.2808,0.2232,D01,B02,T01,D01 Young
analysis_output.1904650.log,young,S011_G01_D01_B02_T01,S011,G01_D01_B02_T01,2.2618,0.2189,D01,B02,T01,D01 Young
analysis_output.1904650.log,young,S012_G01_D01_B02_T01,S012,G01_D01_B02_T01,2.2424,0.2621,D01,B02,T01,D01 Young
analysis_output.1904650.log,young,S014_G01_D01_B02_T01,S014,G01_D01_B02_T01,2.4927,0.2183,D01,B02,T01,D01 Young
analysis_output.1904650.log,young,S015_G01_D01_B02_T01,S015,G01_D01_B02_T01,2.2454,0.2211,D01,B02,T01,D01 Young
analysis_output.1904650.log,young,S016_G01_D01_B02_T01,S016,G01_D01_B02_T01,2.2715,0.244,D01,B02,T01,D01 Young
analysis_output.1904650.log,young,S017_G01_D01_B02_T01,S017,G01_D01_B02_T01,2.6746,0.2265,D01,B02,T01,D01 Young
analysis_output.1904650.log,young,S018_G01_D01_B02_T01,S018,G01_D01_B02_T01,2.2838,0.2285,D01,B02,T01,D01 Young
analysis_output.1904650.log,young,S020_G01_D01_B02_T01,S020,G01_D01_B02_T01,2.2381,0.2183,D01,B02,T01,D01 Young
analysis_output.1904650.log,young,S021_G01_D01_B02_T01,S021,G01_D01_B02_T01,2.23,0.2167,D01,B02,T01,D01 Young
analysis_output.1904650.log,young,S023_G01_D01_B02_T01,S023,G01_D01_B02_T01,2.2337,0.222,D01,B02,T01,D01 Young
analysis_output.1904650.log,young,S024_G01_D01_B02_T01,S024,G01_D01_B02_T01,2.2564,0.2338,D01,B02,T01,D01 Young
analysis_output.1904650.log,young,S025_G01_D01_B02_T01,S025,G01_D01_B02_T01,2.2817,0.2261,D01,B02,T01,D01 Young
analysis_output.1904650.log,young,S026_G01_D01_B02_T01,S026,G01_D01_B02_T01,2.2808,0.223,D01,B02,T01,D01 Young
analysis_output.1904650.log,young,S027_G01_D01_B02_T01,S027,G01_D01_B02_T01,2.2489,0.2568,D01,B02,T01,D01 Young
analysis_output.1904650.log,young,S028_G01_D01_B02_T01,S028,G01_D01_B02_T01,2.2935,0.2602,D01,B02,T01,D01 Young
analysis_output.1904650.log,young,S030_G01_D01_B02_T01,S030,G01_D01_B02_T01,2.2528,0.2242,D01,B02,T01,D01 Young
analysis_output.1904650.log,young,S031_G01_D01_B02_T01,S031,G01_D01_B02_T01,2.2853,0.229,D01,B02,T01,D01 Young
analysis_output.1904650.log,young,S032_G01_D01_B02_T01,S032,G01_D01_B02_T01,2.2541,0.2258,D01,B02,T01,D01 Young
analysis_output.1904650.log,young,S033_G01_D01_B02_T01,S033,G01_D01_B02_T01,2.2577,0.2343,D01,B02,T01,D01 Young
analysis_output.1904650.log,young,S034_G01_D01_B02_T01,S034,G01_D01_B02_T01,2.2744,0.2326,D01,B02,T01,D01 Young
analysis_output.1904650.log,young,S035_G01_D01_B02_T01,S035,G01_D01_B02_T01,2.2439,0.2202,D01,B02,T01,D01 Young
analysis_output.1904650.log,young,S036_G01_D01_B02_T01,S036,G01_D01_B02_T01,2.2736,0.2258,D01,B02,T01,D01 Young
analysis_output.1904650.log,young,S037_G01_D01_B02_T01,S037,G01_D01_B02_T01,2.2576,0.2237,D01,B02,T01,D01 Young
analysis_output.1904650.log,young,S038_G01_D01_B02_T01,S038,G01_D01_B02_T01,2.2679,0.2285,D01,B02,T01,D01 Young
analysis_output.1904650.log,young,S039_G01_D01_B02_T01,S039,G01_D01_B02_T01,2.2676,0.2309,D01,B02,T01,D01 Young
analysis_output.1904650.log,young,S063_G01_D01_B02_T01,S063,G01_D01_B02_T01,2.2805,0.228,D01,B02,T01,D01 Young
analysis_output.1904651.log,old,S009_G03_D01_B02_T02,S009,G03_D01_B02_T02,2.2901,0.2247,D01,B02,T02,D01 Old
analysis_output.1904651.log,old,S013_G03_D01_B02_T02,S013,G03_D01_B02_T02,2.2894,0.2216,D01,B02,T02,D01 Old
analysis_output.1904651.log,old,S019_G03_D01_B02_T02,S019,G03_D01_B02_T02,2.2791,0.2222,D01,B02,T02,D01 Old
analysis_output.1904651.log,old,S040_G03_D01_B02_T02,S040,G03_D01_B02_T02,2.2699,0.2224,D01,B02,T02,D01 Old
analysis_output.1904651.log,old,S081_G03_D01_B02_T02,S081,G03_D01_B02_T02,2.258,0.2331,D01,B02,T02,D01 Old
analysis_output.1904651.log,old,S102_G03_D01_B02_T02,S102,G03_D01_B02_T02,2.2713,0.2275,D01,B02,T02,D01 Old
analysis_output.1904651.log,old,S103_G03_D01_B02_T02,S103,G03_D01_B02_T02,2.2522,0.2215,D01,B02,T02,D01 Old
analysis_output.1904651.log,old,S104_G03_D01_B02_T02,S104,G03_D01_B02_T02,2.2668,0.2228,D01,B02,T02,D01 Old
analysis_output.1904651.log,old,S107_G03_D01_B02_T02,S107,G03_D01_B02_T02,2.2701,0.224,D01,B02,T02,D01 Old
analysis_output.1904651.log,old,S109_G03_D01_B02_T02,S109,G03_D01_B02_T02,2.2619,0.2271,D01,B02,T02,D01 Old
analysis_output.1904651.log,old,S110_G03_D01_B02_T02,S110,G03_D01_B02_T02,2.2619,0.2255,D01,B02,T02,D01 Old
analysis_output.1904651.log,old,S112_G03_D01_B02_T02,S112,G03_D01_B02_T02,2.5923,0.2306,D01,B02,T02,D01 Old
analysis_output.1904651.log,old,S113_G03_D01_B02_T02,S113,G03_D01_B02_T02,2.266,0.2306,D01,B02,T02,D01 Old
analysis_output.1904651.log,old,S116_G03_D01_B02_T02,S116,G03_D01_B02_T02,2.2901,0.2206,D01,B02,T02,D01 Old
analysis_output.1904651.log,old,S119_G03_D01_B02_T02,S119,G03_D01_B02_T02,2.268,0.2234,D01,B02,T02,D01 Old
analysis_output.1904651.log,old,S120_G03_D01_B02_T02,S120,G03_D01_B02_T02,2.2778,0.2247,D01,B02,T02,D01 Old
analysis_output.1904651.log,old,S123_G03_D01_B02_T02,S123,G03_D01_B02_T02,2.61,0.256,D01,B02,T02,D01 Old
analysis_output.1904651.log,old,S125_G03_D01_B02_T02,S125,G03_D01_B02_T02,2.2384,0.2224,D01,B02,T02,D01 Old
analysis_output.1904651.log,old,S126_G03_D01_B02_T02,S126,G03_D01_B02_T02,2.2495,0.2308,D01,B02,T02,D01 Old
analysis_output.1904651.log,old,S127_G03_D01_B02_T02,S127,G03_D01_B02_T02,2.258,0.224,D01,B02,T02,D01 Old
analysis_output.1904651.log,old,S128_G03_D01_B02_T02,S128,G03_D01_B02_T02,2.2934,0.229,D01,B02,T02,D01 Old
analysis_output.1904651.log,old,S129_G03_D01_B02_T02,S129,G03_D01_B02_T02,2.2909,0.222,D01,B02,T02,D01 Old
analysis_output.1904651.log,old,S130_G03_D01_B02_T02,S130,G03_D01_B02_T02,2.2831,0.2274,D01,B02,T02,D01 Old
analysis_output.1904651.log,old,S131_G03_D01_B02_T02,S131,G03_D01_B02_T02,2.4279,0.2086,D01,B02,T02,D01 Old
analysis_output.1904651.log,old,S133_G03_D01_B02_T02,S133,G03_D01_B02_T02,2.2921,0.2306,D01,B02,T02,D01 Old
analysis_output.1904651.log,old,S134_G03_D01_B02_T02,S134,G03_D01_B02_T02,2.2027,0.2299,D01,B02,T02,D01 Old
analysis_output.1904651.log,old,S135_G03_D01_B02_T02,S135,G03_D01_B02_T02,2.29,0.2627,D01,B02,T02,D01 Old
analysis_output.1904651.log,old,S136_G03_D01_B02_T02,S136,G03_D01_B02_T02,2.2847,0.2258,D01,B02,T02,D01 Old
analysis_output.1904651.log,old,S137_G03_D01_B02_T02,S137,G03_D01_B02_T02,2.2829,0.2281,D01,B02,T02,D01 Old
analysis_output.1904651.log,old,S138_G03_D01_B02_T02,S138,G03_D01_B02_T02,2.6113,0.2318,D01,B02,T02,D01 Old
analysis_output.1904651.log,old,S139_G03_D01_B02_T02,S139,G03_D01_B02_T02,2.2798,0.2253,D01,B02,T02,D01 Old
analysis_output.1904651.log,old,S140_G03_D01_B02_T02,S140,G03_D01_B02_T02,2.2738,0.2218,D01,B02,T02,D01 Old
analysis_output.1904651.log,old,S141_G03_D01_B02_T02,S141,G03_D01_B02_T02,2.2816,0.2513,D01,B02,T02,D01 Old
analysis_output.1904651.log,old,S142_G03_D01_B02_T02,S142,G03_D01_B02_T02,2.2604,0.2222,D01,B02,T02,D01 Old
analysis_output.1904651.log,old,S143_G03_D01_B02_T02,S143,G03_D01_B02_T02,2.2379,0.2248,D01,B02,T02,D01 Old
analysis_output.1904651.log,old,S145_G03_D01_B02_T02,S145,G03_D01_B02_T02,2.288,0.2283,D01,B02,T02,D01 Old
analysis_output.1904651.log,old,S146_G03_D01_B02_T02,S146,G03_D01_B02_T02,2.2716,0.2306,D01,B02,T02,D01 Old
analysis_output.1904651.log,old,S154_G03_D01_B02_T02,S154,G03_D01_B02_T02,2.2851,0.2242,D01,B02,T02,D01 Old
analysis_output.1904651.log,old,S156_G03_D01_B02_T02,S156,G03_D01_B02_T02,2.2937,0.2418,D01,B02,T02,D01 Old
analysis_output.1904651.log,old,S157_G03_D01_B02_T02,S157,G03_D01_B02_T02,2.2885,0.2225,D01,B02,T02,D01 Old
analysis_output.1904651.log,old,S158_G03_D01_B02_T02,S158,G03_D01_B02_T02,2.2365,0.2212,D01,B02,T02,D01 Old
analysis_output.1904651.log,young,S001_G01_D01_B02_T02,S001,G01_D01_B02_T02,2.2418,0.2377,D01,B02,T02,D01 Young
analysis_output.1904651.log,young,S002_G01_D01_B02_T02,S002,G01_D01_B02_T02,2.2162,0.2211,D01,B02,T02,D01 Young
analysis_output.1904651.log,young,S003_G01_D01_B02_T02,S003,G01_D01_B02_T02,2.2737,0.2286,D01,B02,T02,D01 Young
analysis_output.1904651.log,young,S004_G01_D01_B02_T02,S004,G01_D01_B02_T02,2.251,0.2218,D01,B02,T02,D01 Young
analysis_output.1904651.log,young,S005_G01_D01_B02_T02,S005,G01_D01_B02_T02,2.2902,0.2272,D01,B02,T02,D01 Young
analysis_output.1904651.log,young,S006_G01_D01_B02_T02,S006,G01_D01_B02_T02,2.2542,0.2235,D01,B02,T02,D01 Young
analysis_output.1904651.log,young,S007_G01_D01_B02_T02,S007,G01_D01_B02_T02,2.2368,0.222,D01,B02,T02,D01 Young
analysis_output.1904651.log,young,S008_G01_D01_B02_T02,S008,G01_D01_B02_T02,2.2945,0.2257,D01,B02,T02,D01 Young
analysis_output.1904651.log,young,S010_G01_D01_B02_T02,S010,G01_D01_B02_T02,2.2778,0.2234,D01,B02,T02,D01 Young
analysis_output.1904651.log,young,S011_G01_D01_B02_T02,S011,G01_D01_B02_T02,2.2603,0.2193,D01,B02,T02,D01 Young
analysis_output.1904651.log,young,S012_G01_D01_B02_T02,S012,G01_D01_B02_T02,2.2425,0.2626,D01,B02,T02,D01 Young
analysis_output.1904651.log,young,S014_G01_D01_B02_T02,S014,G01_D01_B02_T02,2.4923,0.2173,D01,B02,T02,D01 Young
analysis_output.1904651.log,young,S015_G01_D01_B02_T02,S015,G01_D01_B02_T02,2.2537,0.231,D01,B02,T02,D01 Young
analysis_output.1904651.log,young,S016_G01_D01_B02_T02,S016,G01_D01_B02_T02,2.2734,0.2481,D01,B02,T02,D01 Young
analysis_output.1904651.log,young,S017_G01_D01_B02_T02,S017,G01_D01_B02_T02,2.6729,0.2263,D01,B02,T02,D01 Young
analysis_output.1904651.log,young,S018_G01_D01_B02_T02,S018,G01_D01_B02_T02,2.283,0.229,D01,B02,T02,D01 Young
analysis_output.1904651.log,young,S020_G01_D01_B02_T02,S020,G01_D01_B02_T02,2.2405,0.2183,D01,B02,T02,D01 Young
analysis_output.1904651.log,young,S021_G01_D01_B02_T02,S021,G01_D01_B02_T02,2.2227,0.2193,D01,B02,T02,D01 Young
analysis_output.1904651.log,young,S023_G01_D01_B02_T02,S023,G01_D01_B02_T02,2.2423,0.2207,D01,B02,T02,D01 Young
analysis_output.1904651.log,young,S024_G01_D01_B02_T02,S024,G01_D01_B02_T02,2.2537,0.2282,D01,B02,T02,D01 Young
analysis_output.1904651.log,young,S025_G01_D01_B02_T02,S025,G01_D01_B02_T02,2.2847,0.2275,D01,B02,T02,D01 Young
analysis_output.1904651.log,young,S026_G01_D01_B02_T02,S026,G01_D01_B02_T02,2.2816,0.2224,D01,B02,T02,D01 Young
analysis_output.1904651.log,young,S027_G01_D01_B02_T02,S027,G01_D01_B02_T02,2.2525,0.2573,D01,B02,T02,D01 Young
analysis_output.1904651.log,young,S028_G01_D01_B02_T02,S028,G01_D01_B02_T02,2.2931,0.2561,D01,B02,T02,D01 Young
analysis_output.1904651.log,young,S030_G01_D01_B02_T02,S030,G01_D01_B02_T02,2.2525,0.2194,D01,B02,T02,D01 Young
analysis_output.1904651.log,young,S031_G01_D01_B02_T02,S031,G01_D01_B02_T02,2.2878,0.2277,D01,B02,T02,D01 Young
analysis_output.1904651.log,young,S032_G01_D01_B02_T02,S032,G01_D01_B02_T02,2.2541,0.2262,D01,B02,T02,D01 Young
analysis_output.1904651.log,young,S033_G01_D01_B02_T02,S033,G01_D01_B02_T02,2.2573,0.232,D01,B02,T02,D01 Young
analysis_output.1904651.log,young,S034_G01_D01_B02_T02,S034,G01_D01_B02_T02,2.2753,0.2294,D01,B02,T02,D01 Young
analysis_output.1904651.log,young,S035_G01_D01_B02_T02,S035,G01_D01_B02_T02,2.2453,0.2212,D01,B02,T02,D01 Young
analysis_output.1904651.log,young,S036_G01_D01_B02_T02,S036,G01_D01_B02_T02,2.2685,0.2234,D01,B02,T02,D01 Young
analysis_output.1904651.log,young,S037_G01_D01_B02_T02,S037,G01_D01_B02_T02,2.262,0.224,D01,B02,T02,D01 Young
analysis_output.1904651.log,young,S038_G01_D01_B02_T02,S038,G01_D01_B02_T02,2.2717,0.2285,D01,B02,T02,D01 Young
analysis_output.1904651.log,young,S039_G01_D01_B02_T02,S039,G01_D01_B02_T02,2.2666,0.2307,D01,B02,T02,D01 Young
analysis_output.1904651.log,young,S063_G01_D01_B02_T02,S063,G01_D01_B02_T02,2.2818,0.2284,D01,B02,T02,D01 Young
analysis_output.1904652.log,old,S009_G03_D01_B02_T03,S009,G03_D01_B02_T03,2.2906,0.2227,D01,B02,T03,D01 Old
analysis_output.1904652.log,old,S013_G03_D01_B02_T03,S013,G03_D01_B02_T03,2.2896,0.2221,D01,B02,T03,D01 Old
analysis_output.1904652.log,old,S019_G03_D01_B02_T03,S019,G03_D01_B02_T03,2.2847,0.2237,D01,B02,T03,D01 Old
analysis_output.1904652.log,old,S040_G03_D01_B02_T03,S040,G03_D01_B02_T03,2.2692,0.2231,D01,B02,T03,D01 Old
analysis_output.1904652.log,old,S081_G03_D01_B02_T03,S081,G03_D01_B02_T03,2.2606,0.2341,D01,B02,T03,D01 Old
analysis_output.1904652.log,old,S102_G03_D01_B02_T03,S102,G03_D01_B02_T03,2.2736,0.2278,D01,B02,T03,D01 Old
analysis_output.1904652.log,old,S103_G03_D01_B02_T03,S103,G03_D01_B02_T03,2.2584,0.223,D01,B02,T03,D01 Old
analysis_output.1904652.log,old,S104_G03_D01_B02_T03,S104,G03_D01_B02_T03,2.2695,0.2217,D01,B02,T03,D01 Old
analysis_output.1904652.log,old,S107_G03_D01_B02_T03,S107,G03_D01_B02_T03,2.2695,0.2233,D01,B02,T03,D01 Old
analysis_output.1904652.log,old,S109_G03_D01_B02_T03,S109,G03_D01_B02_T03,2.2677,0.2242,D01,B02,T03,D01 Old
analysis_output.1904652.log,old,S110_G03_D01_B02_T03,S110,G03_D01_B02_T03,2.2632,0.2252,D01,B02,T03,D01 Old
analysis_output.1904652.log,old,S112_G03_D01_B02_T03,S112,G03_D01_B02_T03,2.5913,0.2308,D01,B02,T03,D01 Old
analysis_output.1904652.log,old,S113_G03_D01_B02_T03,S113,G03_D01_B02_T03,2.2655,0.2355,D01,B02,T03,D01 Old
analysis_output.1904652.log,old,S116_G03_D01_B02_T03,S116,G03_D01_B02_T03,2.2888,0.2199,D01,B02,T03,D01 Old
analysis_output.1904652.log,old,S119_G03_D01_B02_T03,S119,G03_D01_B02_T03,2.27,0.2233,D01,B02,T03,D01 Old
analysis_output.1904652.log,old,S120_G03_D01_B02_T03,S120,G03_D01_B02_T03,2.2783,0.2234,D01,B02,T03,D01 Old
analysis_output.1904652.log,old,S123_G03_D01_B02_T03,S123,G03_D01_B02_T03,2.6097,0.2481,D01,B02,T03,D01 Old
analysis_output.1904652.log,old,S125_G03_D01_B02_T03,S125,G03_D01_B02_T03,2.2521,0.2227,D01,B02,T03,D01 Old
analysis_output.1904652.log,old,S126_G03_D01_B02_T03,S126,G03_D01_B02_T03,2.2538,0.2251,D01,B02,T03,D01 Old
analysis_output.1904652.log,old,S127_G03_D01_B02_T03,S127,G03_D01_B02_T03,2.2595,0.2275,D01,B02,T03,D01 Old
analysis_output.1904652.log,old,S128_G03_D01_B02_T03,S128,G03_D01_B02_T03,2.6175,0.229,D01,B02,T03,D01 Old
analysis_output.1904652.log,old,S129_G03_D01_B02_T03,S129,G03_D01_B02_T03,2.292,0.2206,D01,B02,T03,D01 Old
analysis_output.1904652.log,old,S130_G03_D01_B02_T03,S130,G03_D01_B02_T03,2.2844,0.2219,D01,B02,T03,D01 Old
analysis_output.1904652.log,old,S131_G03_D01_B02_T03,S131,G03_D01_B02_T03,2.4327,0.2093,D01,B02,T03,D01 Old
analysis_output.1904652.log,old,S133_G03_D01_B02_T03,S133,G03_D01_B02_T03,2.2921,0.2302,D01,B02,T03,D01 Old
